text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
like freaky bitch but i fucks with her,1,Like freaky bitch but I fucks with her,like freaky bitch but i fucks with her,0,,0
jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,0,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,0,,0
everybody look at this bird-killing wind mill lover,0,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",everybody look at this bird killing wind mill lover,0,,0
dude does his girlfriend's mom trashes her wedding mopes to folk rock,1,"RT @bclaymoore: Dude does his girlfriend's mom, trashes her wedding. Mopes to folk rock. #explainafilmplotbadly",dude does his girlfriends mom trashes her wedding mopes to folk rock explainafilmplotbadly,0,,0
you guys are all faggots,1,You guys are all faggots.,you guys are all faggots,0,,0
"""i used to dress up like a cop too ""oh really ""yeah.right after 9/11.mad pussy ""really ""yes.i'll never forget",1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",i used to dress up like a cop too oh really yes right after nine eleven mad pussy really yes i will never forget,0,,0
whatta you fags doin,1,@HeilSidious @dyldobaggenss whatta you fags doin?,whatta you fags doin,0,,0
bored as hell shoulda answered my phone calls bitch& i rather be bored,1,"&#8220;@GlitteredInPink: ""@West305: Bored as hell."" Shoulda answered my phone calls bitch&#8221; i rather be bored.",bored as hell should have answered my phone calls bitch i rather be bored,0,,0
merry christmas hun,0,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,merry christmas hun,0,,0
when you open your starburst candy and get yellows lmao bruh,0,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh,when you open your starburst candy and get two yellows laughing out loud brother,0,,0
lol it's possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.,laughing out loud it is possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,0,,0
quote this with a weezy verse i'm a diamond in the rough like a baby in the trash,0,"&#8220;@TryHardSilva: Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash",quote this with a weezy verse i am a diamond in the rough like a baby in the trash,0,,0
moral to the story if you like the yanks i'll pretty much do anything you tell me to do,0,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",moral to the story if you like the yanks i will pretty much do anything you tell me to do,0,,0
we're bringing the cadaver dogs charlie brown,0,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials",we are bringing the cadaver dogs charlie brown rejectedpeanutsspecials,0,,0
this bitch think look like rihanna,1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt,this bitch think look like rihanna,0,,0
nigga i seen yo ass at da welfare center punk bitch ain't worth my time,1,"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time",nigga i seen yo ass at the welfare center punk bitch is not worth my time,0,,0
come on yankees lets keep this game going we must win!&,0,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;,come on yankees lets keep this game going we must win,1,win!&,1
if your friend is a hoe u a hoe too birds of a feather flock together,1,RT @iDntWearCondoms: If your friend is a hoe u a hoe too. Birds of a feather flock together,if your friend is a hoe you a hoe too birds of a feather flock together,0,,0
if u lost all your bitches,1,RT @iDntWearCondoms: RT if u lost all your bitches,rt if you lost all your bitches,0,,0
please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween,0,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween,0,,0
teabaggers are extremely dumb,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,teabaggers are extremely dumb,0,,0
it's scientifically proven that no one can not cry at least once while watching charlie st cloud,0,It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,it is scientifically proven that no one can not cry at least once while watching charlie st cloud,0,,0
both you bitches go to sleep,1,@dpalmyx3 @michelleb_xo both you bitches go to sleep,both you bitches go to sleep,0,,0
freak hoes got several,1,Freak hoes got several,freak hoes got several,0,,0
i don't blame crash for not sharing with you you'll probably talk trash about it like you do food trucks,0,I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,i do not blame crash for not sharing with you you will probably talk trash about it like you do food trucks geoffhatespuppies,0,,0
iont like yall always talking not even tryna be funny thou rns& bitch i do&,1,RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,i do not like you all always talking not even trying to be funny though right now bitch i,0,,0
wasp eggs,0,@emilysteers WASP EGGS,wasp eggs,0,,0
my dad goes son of a bitch and just lights a cigarette in the kitchen oh&,1,My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;,my dad goes son of a bitch and just lights a cigarette in the kitchen oh,0,,0
god bless you whitey i be sleepin in tomorrow,0,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",god bless you whitey i be sleepin in tomorrow,0,,0
giants vs stinky birds sunday .think ima make some wings,0,"Giants vs. stinky birds Sunday 
...think Ima make some wings &#128522;",giants vs stinky birds sunday think ima make some wings,0,,0
sounds like gypos to me they used to do this all the time where i lived,0,@elise_palmer sounds like gypos to me - they used to do this all the time where I lived,sounds like gypos to me they used to do this all the time where i lived,0,,0
stfu redneck white trash head ass,1,stfu redneck white trash head ass,stfu redneck white trash head ass,0,,0
i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,1,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,0,,0
anyone want some absolutely amazing and deliciously fresh perfect monkey bread,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;,anyone want some absolutely amazing and deliciously fresh perfect monkey bread,0,,0
that means you're balling if you're jewish lol i don't love hoes lol,1,@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol,that means you are balling if you are jewish laughing out loud i do not love hoes laughing out loud,0,,0
"omg i don't even know where kimlau sq is.i would been like,""look a bird then ran for the hills lol",0,"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",oh my god i do not even know where kimlau sq is i would been like look a bird then ran for the hills laughing out loud,0,,0
where all my fans,0,RT @daniellecarr01: Where all my @Yankees fans?? #ny #yankees #VictoriaSecret #fitness http://t.co/IBNLKWuUNS,where all my fans ny yankees victoriasecret fitness,0,,0
stayin up late to watch,0,Stayin up late to watch #Ichiro #Yankees,stayin up late to watch ichiro yankees,0,,0
now go take out the trash today i was but thankfully not thanks ladies,0,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",now go take out the trash today i was outnumbered but thankfully not dismembered thanks ladies,0,,0
"i'm not big on the ""uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote dem",0,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",i am not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote them,0,,0
my black queen dreading my hairs.thank you most high for this moor queen i asked you for.i want to be better with her,0,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,my black queen dreading my hairs thank you most high for this moor queen i asked you for i want to be better with her,0,,0
trash cans are always demanding new music from the gawd tyga,0,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga,trash cans are always demanding new music from the gawd tyga,0,,0
