index,Text,ed_label_0,ed_label_1,Label
2400,"`   In the ``Findings and declarations of fact`` of the United States Congress in passing the Subversive Activities Control Act of 1950, in 50 U.S. Code Chapter 23 Subchapter IV Sec. 841, states that,  ``The Congress finds and declares that the Communist Party of the United States, although purportedly a political party, is in fact an instrumentality of a conspiracy to overthrow the Government of the United States...the policies and programs of the Communist Party are secretly prescribed for it by the foreign leaders...members of the Communist Party are recruited for indoctrination with respect to its objectives and methods, and are organized, instructed, and disciplined to carry into action slavishly the assignments given them...the Communist Party acknowledges no constitutional or statutory limitations upon its conduct...gives scant indication of capacity ever to attain its ends by lawful political means. The peril inherent in its operation arises not from its numbers, but from its failure to acknowledge any limitation as to the nature of its activities, and its dedication to the proposition that the present constitutional Government of the United States ultimately must be brought to ruin by any available means, including resort to force and violence. Holding that doctrine, its role as the agency of a hostile foreign power renders its existence a clear present and continuing danger to the security of the United States. It is the means whereby individuals are seduced into the service of the world Communist movement, trained to do its bidding, and directed and controlled in the conspiratorial performance of their revolutionary services.  `",1,0,0
2401,"  == Can you corroborate this? ==  (in most non-english speaking parts of the world the pronounciation of pi does not correspond to pies or various drinks, in some languages it corresponds to urine)  Is this true?",1,0,0
2402,"  ::It used as a geographic term, refering to the conerbation/hinterland. It does seem to be aquiring an offical stats though  AltaVista produced those. ",1,0,0
2403,"`?  Human Rights Watch article Are their lands safe from government, can they participate to social life, can they choose their own imams(priests), can they have ngo's using the name ``turk``?  And what does the EU do to correct their member?`",0.9,0.1,0
2404,"I've read the archives and various national anarchism pages.  They are clearly against the state, which makes them anarchists.  They are apparently into Bookchin-like municipalism, with affinity groups based on race (rather than e.g. economics or ecology).  ",0.875,0.125,0
2405,`  :Is there a difference between those who are ill and those who are ``criminally insane``? `,0.888888889,0.111111111,0
2406,  ::In the case of Brady he doesn't have a problem with people knowing where he is. Who's privacy are you worried about? ,1,0,0
2407,  :::I think your making a gross exgageration. Do you think the Ian Brady article should mention his current location. The point of the article is to describe Ashworth and whilst Brady is not typical having a reference to him aides that. ,0.789473684,0.210526316,0
2408,"  :I'd prefer just to do articles here and there as I see the need.  Today, I felt inspired to do the femoral vein... which is very student-ish.  Tomorrow, I don't know what I'll want to do...  ",1,0,0
2409,  ::::This is not about it's validity as a hospital and it's not about demonisation it about recording reality. The terms used to characterise the patients are very bland it doesn't provide a description. ,0.75,0.25,0
2410, I can't believe Wiki is stupid enough as to make this faggot an admin. ,0.444444444,0.555555556,1
2411,`  The word ``novels`` tells the reader they are fiction. It is perfectly possible for a novel to spark interest in a factual topic.  `,1,0,0
2412,"  This argument is going on simultaneously at a number of articles about members of the Thai royal family. The priciple involved is that Thais (all 40 million of them) find the use of unadorned personal names for members of the royal family very offensive, and I and other users with some knowledge of Thailand (I am there now) believe that Wikipedia should take this into account. We don't do this for other royals by the way - do we have an article for Elizabeth Windsor? This article should revert to Prince Tipangkorn Rasmichoti.  ",1,0,0
2413,"  Actually I think he should be listed as Simeon Sakskoburggotski while he is active as a politician, then revert to Tsar Simeon II of Bulgaria after his death.  ",1,0,0
2414,  The problem with History of New South Wales is that for the first 50 years or so it's identical to History of Australia.  ,1,0,0
2415,"  == Hi gaybo ==  Hi your mgay i hater you your a girl and your stupid ill give you a virus  u4rfvbn >:/j;s5?/shutdown?  trojan horse be  cdt4w 9 cfg >?> ikldgni  ajkbut licker u stink  ykk;:::./'/,]64tb      ",0,1,1
2416," :I agree that it was a stupid deletion and a stupid reason for deletion. However, it was always referred to just as the University of Warwick from its foundation. Is your addition just an official name that was never actually used in practice (in which case this should be noted)? I have to say that I've never heard it.   ",0.8,0.2,0
2417,Thanks for your good-humoured support.     ,1,0,0
2418,Anarcho-capitalists use Pierre Proudhon's definition.  What definition do you use?  ,1,0,0
2419,"`   ``Mine is the true revolutionary method. If the people of the empire refuse, as I believe they should refuse, to render military service - if they decline to pay taxes to support that instrument of violence, an army - the present system of government cannot stand.`` - Tolstoy  RJ11, in the quote you gave, Tolstoy answered, ``No; he ought not voluntarily to pay taxes.``  So he did support tax resistence.  I think you have misunderstood the rest of the quote due to the non-standard use (or translation from Russian?) of the word ``resist.`` (which is understandable, unless you'd read the book.)  In ``The Kingdom...`` the word ``resist`` means the use of violence or evil.  I.e. chapter 1 title: ``THE DOCTRINE OF NON-RESISTANCE TO EVIL BY FORCE...``.  Then he quote William Lloyd Garrison and Ballou:  Q. Ought the word ``non-resistance`` to be taken in its widest  sensethat is to say, as intending that we should not offer  any resistance of any kind to evil?  A. No; it ought to be taken in the exact sense of our Saviour's  teachingthat is, not repaying evil for evil. We ought to  oppose evil by every righteous means in our power, but not by  evil.  The quote you gave, RJ11, means that Tolstoy supports non-violent tax resistance, but not resistance such as mugging tax-collectors.`",1,0,0
